Common labels: {"component":"loki.source.syslog","protocol":"udp"}
Line limit: "5000 reached, received logs cover 5.54% (6sec) of your selected time range (1min 50sec)"
Total bytes processed: "1.05  MB"

2026-04-07 15:00:47.853	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.853	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.853	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.862	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.862	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.862	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.862	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.862	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.862	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.862	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.862	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.862	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.862	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.871	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.871	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.871	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.871	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.871	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.871	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.871	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.871	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.871	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.871	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.875	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.875	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.876	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.876	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.876	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.876	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.876	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.876	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.876	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.876	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.880	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.880	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.880	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.880	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.880	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.880	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.880	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.880	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.880	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.880	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.883	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.883	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.883	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.883	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.883	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.883	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.883	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.883	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.884	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.884	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.887	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.887	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.887	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.887	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.887	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.887	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.887	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.888	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.888	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.888	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.893	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.893	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.893	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.893	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.894	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.894	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.894	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.894	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.894	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.894	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.897	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.897	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.897	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.897	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.897	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.897	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.897	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.897	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.897	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.897	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.912	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.912	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.912	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.912	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.912	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.912	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.912	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.912	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.912	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.912	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.919	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.919	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.919	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.919	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

